Year,Case Vehicle ID,Vehicle Body Type,Registration Class,Action Prior to Accident,Type / Axles of Truck or Bus,Direction of Travel,Fuel Type,Vehicle Year,State of Registration,Number of Occupants,Engine Cylinders,Vehicle Make,Contributing Factor 1,Contributing Factor 1 Description,Contributing Factor 2,Contributing Factor 2 Description,Event Type,Partial VIN
2016,13370491,SUBURBAN,PASSENGER OR SUBURBAN,Parked,Not Entered,South,Gas,1994,NY,0,6,JEEP,HUMAN,Not Applicable,HUMAN,Not Applicable,,1J4FY49S3RP464414
2016,13370499,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Avoiding Object in Roadway,Not Entered,North,Gas,2014,NY,2,4,HONDA,ENVMT,Animal's Action,HUMAN,Not Applicable,,1HGCR2F54EA131937
2016,13370500,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,East,Gas,2014,NY,1,6,CHRYS,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2C4RC1CG4ER192114
2016,13370501,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,East,Gas,2014,NY,1,4,KIA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,KNDJN2A2XE7747038
2016,13370502,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,East,Gas,2012,NY,1,4,HONDA,HUMAN,Following Too Closely,HUMAN,Not Applicable,Not Applicable,2HKRM4H34CH625459
2016,13370503,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,East,Gas,2011,NY,1,6,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5FNYF4H93BB033171
2016,13370504,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,1999,NY,1,6,CHEVR,HUMAN,Outside Car Distraction*,HUMAN,Following Too Closely,Not Applicable,1G1NE52J9X6209571
2016,13370505,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,East,Gas,2014,NY,1,4,HYUND,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5NPEC4AC2EH854706
2016,13370506,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,East,Gas,2015,NY,2,6,NISSA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5N1AZ2MHXFN274531
2016,13370507,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,East,Gas,2014,NY,1,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,19XFB2F52EE253967
2016,13370508,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,East,Gas,2009,NY,1,6,JEEP,HUMAN,Outside Car Distraction*,HUMAN,Not Applicable,Not Applicable,1J4FA24139L739584
2016,13370509,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,South,Gas,2012,NY,1,4,SUBAR,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,4S3BMBC63C3014115
2016,13370510,SUBURBAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,South,Gas,2015,NY,1,6,JEEP,HUMAN,Passing or Lane Usage Improper,HUMAN,Aggressive Driving/Road Rage,Not Applicable,1C4RJFAG5FC142029
2016,13370518,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,1999,NY,1,6,CHEVR,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Entered,2G1WL52M8X9264106
2016,13370519,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2006,NY,3,6,JEEP,HUMAN,Failure to Yield Right-of-Way,HUMAN,Not Applicable,Not Entered,1J8HH48K16C157111
2016,13370538,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,South,Gas,2000,NY,1,6,TOYOT,HUMAN,Driver Inattention/Distraction*,HUMAN,Not Applicable,Not Applicable,4T3ZF13C6YU220400
2016,13370539,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,South,Gas,2001,NY,1,6,LEXUS,HUMAN,Driver Inattention/Distraction*,HUMAN,Not Applicable,Not Applicable,JT8BD69S510122549
2016,13370552,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2008,NY,1,6,PONTI,HUMAN,Driver Inattention/Distraction*,HUMAN,Not Applicable,Not Applicable,1G2ZG57N584141687
2016,13370573,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Diesel,1998,NY,2,6,DODGE,HUMAN,Driver Inattention/Distraction*,HUMAN,Unsafe Speed,Not Applicable,3B7KF22D5WG151536
2016,13370585,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,1996,NY,1,6,NISSA,HUMAN,Reaction to Other Uninvolved Vehicle,HUMAN,Not Applicable,Not Entered,JN1CA21D0TT185583
2016,13370601,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,Northwest,Gas,2007,NY,1,4,HONDA,ENVMT,Animal's Action,HUMAN,Not Applicable,Not Applicable,2HGFG128X7H533835
2016,13370602,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2012,NY,2,4,HONDA,ENVMT,Animal's Action,HUMAN,Not Applicable,Not Applicable,2HGFB2F59CH324486
2016,13370613,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2005,NY,1,4,KIA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,KNAGD126655411663
2016,13370614,SUBURBAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,East,Gas,2005,NY,1,4,SUBAR,HUMAN,Failure to Yield Right-of-Way,HUMAN,Not Applicable,Not Applicable,4S4BP62C857341106
2016,13370617,SUBURBAN,PASSENGER OR SUBURBAN,Other,Not Entered,South,Gas,2004,NY,1,4,TOYOT,HUMAN,Physical Disability,HUMAN,Physical Disability,"Fence, Collision With Fixed Object",JTLKT324240132253
2016,13370733,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2003,NY,1,6,CHEVR,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1GNDT13X83K162126
2016,13370736,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2004,NY,1,4,CHRYS,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,"Tree, Collision With Fixed Object",1C3EL46X44N240254
2016,13370737,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,Southeast,Gas,2004,NY,1,4,HONDA,HUMAN,Unsafe Lane Changing,HUMAN,Alcohol Involvement,Not Applicable,1HGEM21124L058789
2016,13370741,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2007,NY,1,4,CHEVR,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1G1ZS58F27F102410
2016,13370742,PICKUP TRUCK,AGRICULTURAL TRUCK,Going Straight Ahead,Not Entered,North,Gas,2008,NY,4,8,GMC,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,"Overturned, Non-Collision",1GTHK29K58E129508
2016,13370745,SUBURBAN,OMNIBUS-SPECIAL (PRIVATE RENTAL),Going Straight Ahead,Not Entered,West,Gas,2015,NY,1,8,CHEVR,HUMAN,Following Too Closely,HUMAN,Not Applicable,Not Applicable,1GNSKBKCXFR535631
2016,13370746,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,West,Gas,2008,NY,1,4,PONTI,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1G2ZG57B984138328
2016,13370760,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,Southeast,Gas,2005,NY,1,6,BUICK,HUMAN,Cell Phone (hand held),HUMAN,Driver Inattention/Distraction*,"Guide Rail - End, Collision With Fixed Object",1G4HP52K15U287712
2016,13370762,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2007,NY,1,4,JEEP,ENVMT,Animal's Action,HUMAN,Not Applicable,Not Applicable,1J8FT57W77D116851
2016,13370763,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,South,Gas,2014,NY,1,4,HONDA,HUMAN,Not Applicable,HUMAN,Turning Improperly,Not Applicable,19XFB2F50EE256169
2016,13370764,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2003,NY,4,6,ACURA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,19UYA42403A009482
2016,13370765,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,1999,NY,2,6,CHEVR,HUMAN,Following Too Closely,HUMAN,Unsafe Speed,Not Applicable,2G1WL52M3X9117322
2016,13370766,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,North,Diesel,2013,NY,1,4,VOLKS,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1VWBN7A36DC038636
2016,13370767,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2015,NY,1,6,DODGE,ENVMT,Animal's Action,HUMAN,Not Applicable,Not Applicable,2C4RDGBG4FR576820
2016,13370768,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,South,Gas,2008,NY,1,4,TOYOT,HUMAN,Failure to Yield Right-of-Way,HUMAN,Not Applicable,Not Applicable,JTKDE167980230508
2016,13370769,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2003,NY,1,6,PONTI,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1G2WP52K73F110616
2016,13370779,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2007,NY,1,4,CHEVR,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1G1AK15F977215999
2016,13370780,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2009,NY,2,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1HGCP25839A114053
2016,13370786,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2013,NY,2,6,CHEVR,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,2G1FA1E31D9119941
2016,13370787,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2004,NY,1,6,CHEVR,ENVMT,Animal's Action,HUMAN,Not Applicable,Not Applicable,1G1ZU54854F234204
2016,13370788,PICKUP TRUCK,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,West,Gas,2014,NY,2,8,CHEVR,ENVMT,Animal's Action,HUMAN,Not Applicable,Not Applicable,1GCUKREC5EF195181
2016,13370789,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2004,NY,2,4,HYUND,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,KMHDN46D04U870149
2016,13370791,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,Southeast,Gas,2010,NY,1,4,TOYOT,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,"Overturned, Non-Collision",2T3BF4DVXAW066377
2016,13370794,PICKUP TRUCK,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,East,Gas,2003,NY,1,6,DODGE,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1D7HL12X53S308225
2016,13370795,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2004,NY,2,6,FORD,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1FTYR45E94PB15410
2016,13370800,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Changing Lanes,Not Entered,West,Gas,2004,NY,1,4,HONDA,HUMAN,Unsafe Lane Changing,HUMAN,Not Applicable,Not Applicable,2HGES267X4H632278
2016,13370801,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2009,NY,1,4,HYUND,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,KMHCM36C29U123241
2016,13370813,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,West,Gas,2009,NY,2,6,CHRYS,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2A8HR54XX9R641746
2016,13370814,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2004,NY,1,6,FORD,HUMAN,Following Too Closely,HUMAN,Not Applicable,Not Applicable,1FTZR45E74PA02382
2016,13370820,UTILITY,AGRICULTURAL TRUCK,Slowing or Stopping,Not Entered,South,Diesel,2003,NY,2,8,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1FDAF56P73ED70952
2016,13370823,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2014,NY,2,4,HYUND,HUMAN,Unsafe Speed,HUMAN,Not Applicable,"Other Fixed Object*, Collision With Fixed Object",KMHTC6AD2EU212564
2016,13370839,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,1996,NY,2,6,NISSA,HUMAN,Unsafe Speed,HUMAN,Driver Inattention/Distraction*,Not Applicable,JN1CA21D3TT735570
2016,13370860,REFRIGERATOR TRUCK,COMMERCIAL,Changing Lanes,Not Entered,North,Diesel,2012,NY,1,6,FREIG,HUMAN,Unsafe Lane Changing,HUMAN,Not Applicable,Not Applicable,1FVACWDT9CHBL5378
2016,13370864,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2009,NY,1,4,FORD,HUMAN,Unsafe Speed,HUMAN,Not Applicable,Not Applicable,1FAHP37N59W200079
2016,13370865,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2004,NY,1,4,DODGE,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1B3AL46X14N380810
2016,13370867,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,North,Gas,2013,NY,1,4,AUDI,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,WAUFFAFL6DN007315
2016,13370868,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,West,Gas,2009,NY,1,6,DODGE,HUMAN,Following Too Closely,HUMAN,Not Applicable,Not Applicable,3D4GG57V79T171064
2016,13370869,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,West,Gas,2011,NY,1,4,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2T3BF4DV7BW112345
2016,13370870,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,West,Gas,2013,NY,1,4,HONDA,HUMAN,Following Too Closely,HUMAN,Not Applicable,Not Applicable,2HGFB2F59DH566535
2016,13370871,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,West,Gas,2009,NY,2,4,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1FMCU93799KA86839
2016,13370874,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2004,NY,1,6,INFIN,HUMAN,Unsafe Speed,HUMAN,Unsafe Lane Changing,Not Applicable,JNKCV54EX4M814350
2016,13370875,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2015,NY,2,4,SUBAR,HUMAN,Not Applicable,HUMAN,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",JF2SJABC7FH429165
2016,13370876,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2001,NY,2,6,DODGE,HUMAN,Unsafe Speed,HUMAN,Not Applicable,Not Applicable,2B4GP44361R297575
2016,13370877,4 DOOR SEDAN,MEDICAL DOCTOR,Slowing or Stopping,Not Entered,South,Gas,2014,NY,2,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1HGCR2F85EA220880
2016,13370878,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,South,Gas,2004,NY,2,4,MINI,HUMAN,Following Too Closely,HUMAN,Not Applicable,Not Applicable,WMWRE334X4TD81904
2016,13370879,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,Southwest,Gas,2007,NY,1,4,DODGE,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,"Overturned, Non-Collision",1B3HB48BX7D350251
2016,13370888,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,South,Gas,2014,NY,1,6,JEEP,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1C4PJMDS6EW281255
2016,13370889,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2005,NY,1,4,FORD,HUMAN,Following Too Closely,HUMAN,Not Applicable,Not Applicable,1FAFP34N35W311946
2016,13370893,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Changing Lanes,Not Entered,East,Gas,2010,NY,1,4,AUDI,HUMAN,Unsafe Speed,HUMAN,Passing or Lane Usage Improper,"Light Support/Utility Pole, Collision With Fixed Object",WAULFAFR3AA036779
2016,13370894,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,1997,NY,1,6,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1FMCU24X3VUB19161
2016,13370897,PICKUP TRUCK,COMMERCIAL,Going Straight Ahead,Not Entered,North,Gas,2005,NY,1,8,GMC,ENVMT,Animal's Action,HUMAN,Not Applicable,Not Applicable,1GTHK29U95E334665
2016,13370898,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2008,NY,1,4,JEEP,HUMAN,Following Too Closely,HUMAN,Not Applicable,Not Applicable,1J8FT28W58D549728
2016,13370899,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,West,Gas,2003,NY,1,6,ACURA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2HNYD18273H528809
2016,13370902,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2004,NY,1,4,HONDA,HUMAN,Following Too Closely,HUMAN,Driver Inattention/Distraction*,Not Applicable,1HGCM56654A009725
2016,13370903,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,North,Gas,2002,NY,3,6,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,JTEHF21AX20059219
2016,13370910,TRACTOR,INTERNATIONAL REGISTRATION,Changing Lanes,Not Entered,South,Diesel,2013,NY,1,6,MACK,HUMAN,Unsafe Lane Changing,HUMAN,Not Applicable,Not Applicable,1M1AW07Y6DM028687
2016,13370914,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,Southwest,Gas,2015,NY,2,4,KIA,HUMAN,Following Too Closely,HUMAN,Not Applicable,Not Applicable,5XXGN4A72FG502809
2016,13370915,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,Southwest,Gas,2009,NY,2,6,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1ZVHT80N795115423
2016,13370918,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2006,NY,3,12,BENTL,HUMAN,Unsafe Lane Changing,HUMAN,Not Applicable,Not Applicable,SCBBR53W66C033557
2016,13370919,4 DOOR SEDAN,OMNIBUS - TAXI,Going Straight Ahead,Not Entered,North,Gas,2011,NY,1,8,LINCO,HUMAN,Unsafe Lane Changing,HUMAN,Not Applicable,Not Applicable,2LNBL8EV5BX756667
2016,13370920,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,North,Gas,2014,NY,2,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1HGCR2F59EA154453
2016,13370921,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2014,NY,1,4,DODGE,HUMAN,Fatigued/Drowsy,HUMAN,Following Too Closely,"Guide Rail - Not At End, Collision With Fixed Object",3C4PDCAB5ET104286
2016,13370922,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2005,NY,1,4,HONDA,HUMAN,Following Too Closely,HUMAN,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",1HGCM55875A002330
2016,13370928,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2007,NY,4,4,FORD,HUMAN,Following Too Closely,HUMAN,Not Applicable,Not Applicable,1FAFP34N97W192688
2016,13370929,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,East,Gas,2015,NY,2,4,JEEP,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1C4NJRFB9FD109834
2016,13370930,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2006,NY,2,6,BMW,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,"Other Fixed Object*, Collision With Fixed Object",WBAVD13586KV14857
2016,13370938,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2006,NY,1,6,FORD,HUMAN,Unsafe Speed,HUMAN,Not Applicable,Not Applicable,3FAFP08186R154151
2016,13370939,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2005,NY,1,4,CHEVR,HUMAN,Following Too Closely,HUMAN,Not Applicable,Not Applicable,1G1ZS52F85F209693
2016,13370940,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,South,Gas,2011,NY,1,4,MITSU,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,JA4JT3AW1BU014060
2016,13370942,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2009,NY,1,6,CHEVR,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,2G1WT57NX91104733
2016,13370943,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2012,NY,1,6,ACURA,HUMAN,Following Too Closely,HUMAN,Not Applicable,Not Applicable,2HNYD2H69CH537844
2016,13370944,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,South,Gas,2007,NY,2,6,HYUND,HUMAN,Not Applicable,HUMAN,Not Applicable,"Other Motor Vehicle, Collision With",5NPEU46F67H278184
2016,13370945,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,South,Gas,2006,NY,1,4,CHEVR,HUMAN,Not Applicable,HUMAN,Not Applicable,"Other Motor Vehicle, Collision With",1G1AK15F967736672
2016,13370946,PICKUP TRUCK,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,South,Gas,2009,NY,2,8,DODGE,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1D3HV13T69J534294
2016,13370950,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Diesel,2009,NY,1,4,VOLKS,HUMAN,Following Too Closely,HUMAN,Fell Asleep,Not Applicable,3VWRL71K59M055557
2016,13370951,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2002,NY,1,6,CHEVR,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1G1ND52J52M647849
2016,13370952,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,Northwest,Gas,2004,NY,2,6,CHEVR,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,2G1WH52K149214434
2016,13370962,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2015,NY,2,4,KIA,ENVMT,Animal's Action,HUMAN,Not Applicable,Not Applicable,5XYKTCA64FG614864
2016,13370968,PICKUP TRUCK,COMMERCIAL,Going Straight Ahead,Not Entered,North,Diesel,1997,NY,1,8,FORD,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,3FTHF25F7VMA49131
2016,13370969,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,Southeast,Gas,1999,NY,2,4,HYUND,HUMAN,Turning Improperly,HUMAN,Unsafe Speed,Not Applicable,KMHJF25F7XU758816
2016,13370970,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2014,NY,2,4,TOYOT,ENVMT,Animal's Action,HUMAN,Not Applicable,Not Applicable,JTDKN3DP5E3050370
2016,13370973,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,1997,NY,6,8,FORD,ENVMT,Pavement Slippery,HUMAN,Unsafe Speed,Not Applicable,1FDEE14L5VHB75852
2016,13370975,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,Northeast,Gas,2011,NY,1,4,FORD,HUMAN,Unsafe Speed,HUMAN,Traffic Control Device Disregarded,Not Applicable,1FAHP3FN9BW132148
2016,13370976,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2005,NY,2,6,ACURA,HUMAN,Not Applicable,HUMAN,Not Applicable,"Tree, Collision With Fixed Object",2HNYD18805H511356
2016,13370977,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,North,Gas,1999,NY,2,4,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,4T1BG22K4XU535961
2016,13370978,SUBURBAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,East,Gas,2013,NY,1,6,DODGE,HUMAN,Turning Improperly,HUMAN,Unsafe Lane Changing,Not Applicable,1C4RDJDG7DC518054
2016,13370980,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2012,NY,1,6,CHEVR,ENVMT,Animal's Action,HUMAN,Not Applicable,Not Applicable,2G1WC5E3XC1169610
2016,13370981,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,1993,NY,1,6,JEEP,HUMAN,Unsafe Speed,HUMAN,Not Applicable,Not Applicable,1J4FJ28S4PL616943
2016,13370982,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2015,NY,2,4,HONDA,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",19XFB2F53FE268463
2016,13370990,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,1997,NY,2,4,HYUND,HUMAN,Following Too Closely,HUMAN,Not Applicable,Not Applicable,KMHJW34MXVU079660
